"GEO_ID","NAME","S0101_C01_001E","S0101_C01_001M","S0101_C01_002E","S0101_C01_002M","S0101_C01_003E","S0101_C01_003M","S0101_C01_004E","S0101_C01_004M","S0101_C01_005E","S0101_C01_005M","S0101_C01_006E","S0101_C01_006M","S0101_C01_007E","S0101_C01_007M","S0101_C01_008E","S0101_C01_008M","S0101_C01_009E","S0101_C01_009M","S0101_C01_010E","S0101_C01_010M","S0101_C01_011E","S0101_C01_011M","S0101_C01_012E","S0101_C01_012M","S0101_C01_013E","S0101_C01_013M","S0101_C01_014E","S0101_C01_014M","S0101_C01_015E","S0101_C01_015M","S0101_C01_016E","S0101_C01_016M","S0101_C01_017E","S0101_C01_017M","S0101_C01_018E","S0101_C01_018M","S0101_C01_019E","S0101_C01_019M","S0101_C01_020E","S0101_C01_020M","S0101_C01_021E","S0101_C01_021M","S0101_C01_022E","S0101_C01_022M","S0101_C01_023E","S0101_C01_023M","S0101_C01_024E","S0101_C01_024M","S0101_C01_025E","S0101_C01_025M","S0101_C01_026E","S0101_C01_026M","S0101_C01_027E","S0101_C01_027M","S0101_C01_028E","S0101_C01_028M","S0101_C01_029E","S0101_C01_029M","S0101_C01_030E","S0101_C01_030M","S0101_C01_031E","S0101_C01_031M","S0101_C01_032E","S0101_C01_032M","S0101_C01_033E","S0101_C01_033M","S0101_C01_034E","S0101_C01_034M","S0101_C01_035E","S0101_C01_035M","S0101_C01_036E","S0101_C01_036M","S0101_C02_001E","S0101_C02_001M","S0101_C02_002E","S0101_C02_002M","S0101_C02_003E","S0101_C02_003M","S0101_C02_004E","S0101_C02_004M","S0101_C02_005E","S0101_C02_005M","S0101_C02_006E","S0101_C02_006M","S0101_C02_007E","S0101_C02_007M","S0101_C02_008E","S0101_C02_008M","S0101_C02_009E","S0101_C02_009M","S0101_C02_010E","S0101_C02_010M","S0101_C02_011E","S0101_C02_011M","S0101_C02_012E","S0101_C02_012M","S0101_C02_013E","S0101_C02_013M","S0101_C02_014E","S0101_C02_014M","S0101_C02_015E","S0101_C02_015M","S0101_C02_016E","S0101_C02_016M","S0101_C02_017E","S0101_C02_017M","S0101_C02_018E","S0101_C02_018M","S0101_C02_019E","S0101_C02_019M","S0101_C02_020E","S0101_C02_020M","S0101_C02_021E","S0101_C02_021M","S0101_C02_022E","S0101_C02_022M","S0101_C02_023E","S0101_C02_023M","S0101_C02_024E","S0101_C02_024M","S0101_C02_025E","S0101_C02_025M","S0101_C02_026E","S0101_C02_026M","S0101_C02_027E","S0101_C02_027M","S0101_C02_028E","S0101_C02_028M","S0101_C02_029E","S0101_C02_029M","S0101_C02_030E","S0101_C02_030M","S0101_C02_031E","S0101_C02_031M","S0101_C02_032E","S0101_C02_032M","S0101_C02_033E","S0101_C02_033M","S0101_C02_034E","S0101_C02_034M","S0101_C02_035E","S0101_C02_035M","S0101_C02_036E","S0101_C02_036M","S0101_C03_001E","S0101_C03_001M","S0101_C03_002E","S0101_C03_002M","S0101_C03_003E","S0101_C03_003M","S0101_C03_004E","S0101_C03_004M","S0101_C03_005E","S0101_C03_005M","S0101_C03_006E","S0101_C03_006M","S0101_C03_007E","S0101_C03_007M","S0101_C03_008E","S0101_C03_008M","S0101_C03_009E","S0101_C03_009M","S0101_C03_010E","S0101_C03_010M","S0101_C03_011E","S0101_C03_011M","S0101_C03_012E","S0101_C03_012M","S0101_C03_013E","S0101_C03_013M","S0101_C03_014E","S0101_C03_014M","S0101_C03_015E","S0101_C03_015M","S0101_C03_016E","S0101_C03_016M","S0101_C03_017E","S0101_C03_017M","S0101_C03_018E","S0101_C03_018M","S0101_C03_019E","S0101_C03_019M","S0101_C03_020E","S0101_C03_020M","S0101_C03_021E","S0101_C03_021M","S0101_C03_022E","S0101_C03_022M","S0101_C03_023E","S0101_C03_023M","S0101_C03_024E","S0101_C03_024M","S0101_C03_025E","S0101_C03_025M","S0101_C03_026E","S0101_C03_028E","S0101_C03_026M","S0101_C03_027E","S0101_C03_027M","S0101_C03_028M","S0101_C03_029E","S0101_C03_029M","S0101_C03_030E","S0101_C03_030M","S0101_C03_031E","S0101_C03_031M","S0101_C03_032E","S0101_C03_032M","S0101_C03_033E","S0101_C03_033M","S0101_C03_034E","S0101_C03_034M","S0101_C03_035E","S0101_C03_035M","S0101_C03_036E","S0101_C03_036M"
"id","Geographic Area Name","Total!!Estimate!!Total population","Total!!Margin of Error!!Total population","Total!!Estimate!!AGE!!Under 5 years","Total!!Margin of Error!!AGE!!Under 5 years","Total!!Estimate!!AGE!!5 to 9 years","Total!!Margin of Error!!AGE!!5 to 9 years","Total!!Estimate!!AGE!!10 to 14 years","Total!!Margin of Error!!AGE!!10 to 14 years","Total!!Estimate!!AGE!!15 to 19 years","Total!!Margin of Error!!AGE!!15 to 19 years","Total!!Estimate!!AGE!!20 to 24 years","Total!!Margin of Error!!AGE!!20 to 24 years","Total!!Estimate!!AGE!!25 to 29 years","Total!!Margin of Error!!AGE!!25 to 29 years","Total!!Estimate!!AGE!!30 to 34 years","Total!!Margin of Error!!AGE!!30 to 34 years","Total!!Estimate!!AGE!!35 to 39 years","Total!!Margin of Error!!AGE!!35 to 39 years","Total!!Estimate!!AGE!!40 to 44 years","Total!!Margin of Error!!AGE!!40 to 44 years","Total!!Estimate!!AGE!!45 to 49 years","Total!!Margin of Error!!AGE!!45 to 49 years","Total!!Estimate!!AGE!!50 to 54 years","Total!!Margin of Error!!AGE!!50 to 54 years","Total!!Estimate!!AGE!!55 to 59 years","Total!!Margin of Error!!AGE!!55 to 59 years","Total!!Estimate!!AGE!!60 to 64 years","Total!!Margin of Error!!AGE!!60 to 64 years","Total!!Estimate!!AGE!!65 to 69 years","Total!!Margin of Error!!AGE!!65 to 69 years","Total!!Estimate!!AGE!!70 to 74 years","Total!!Margin of Error!!AGE!!70 to 74 years","Total!!Estimate!!AGE!!75 to 79 years","Total!!Margin of Error!!AGE!!75 to 79 years","Total!!Estimate!!AGE!!80 to 84 years","Total!!Margin of Error!!AGE!!80 to 84 years","Total!!Estimate!!AGE!!85 years and over","Total!!Margin of Error!!AGE!!85 years and over","Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years","Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years","Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years","Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years","Total!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over","Total!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over","Total!!Estimate!!SELECTED AGE CATEGORIES!!60 years and over","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!60 years and over","Total!!Estimate!!SELECTED AGE CATEGORIES!!62 years and over","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!62 years and over","Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!65 years and over","Total!!Estimate!!SELECTED AGE CATEGORIES!!75 years and over","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!75 years and over","Total!!Estimate!!SUMMARY INDICATORS!!Median age (years)","Total!!Margin of Error!!SUMMARY INDICATORS!!Median age (years)","Total!!Estimate!!SUMMARY INDICATORS!!Sex ratio (males per 100 females)","Total!!Margin of Error!!SUMMARY INDICATORS!!Sex ratio (males per 100 females)","Total!!Estimate!!SUMMARY INDICATORS!!Age dependency ratio","Total!!Margin of Error!!SUMMARY INDICATORS!!Age dependency ratio","Total!!Estimate!!SUMMARY INDICATORS!!Old-age dependency ratio","Total!!Margin of Error!!SUMMARY INDICATORS!!Old-age dependency ratio","Total!!Estimate!!SUMMARY INDICATORS!!Child dependency ratio","Total!!Margin of Error!!SUMMARY INDICATORS!!Child dependency ratio","Total!!Estimate!!PERCENT IMPUTED!!Sex","Total!!Margin of Error!!PERCENT IMPUTED!!Sex","Total!!Estimate!!PERCENT IMPUTED!!Age","Total!!Margin of Error!!PERCENT IMPUTED!!Age","Male!!Estimate!!Total population","Male!!Margin of Error!!Total population","Male!!Estimate!!AGE!!Under 5 years","Male!!Margin of Error!!AGE!!Under 5 years","Male!!Estimate!!AGE!!5 to 9 years","Male!!Margin of Error!!AGE!!5 to 9 years","Male!!Estimate!!AGE!!10 to 14 years","Male!!Margin of Error!!AGE!!10 to 14 years","Male!!Estimate!!AGE!!15 to 19 years","Male!!Margin of Error!!AGE!!15 to 19 years","Male!!Estimate!!AGE!!20 to 24 years","Male!!Margin of Error!!AGE!!20 to 24 years","Male!!Estimate!!AGE!!25 to 29 years","Male!!Margin of Error!!AGE!!25 to 29 years","Male!!Estimate!!AGE!!30 to 34 years","Male!!Margin of Error!!AGE!!30 to 34 years","Male!!Estimate!!AGE!!35 to 39 years","Male!!Margin of Error!!AGE!!35 to 39 years","Male!!Estimate!!AGE!!40 to 44 years","Male!!Margin of Error!!AGE!!40 to 44 years","Male!!Estimate!!AGE!!45 to 49 years","Male!!Margin of Error!!AGE!!45 to 49 years","Male!!Estimate!!AGE!!50 to 54 years","Male!!Margin of Error!!AGE!!50 to 54 years","Male!!Estimate!!AGE!!55 to 59 years","Male!!Margin of Error!!AGE!!55 to 59 years","Male!!Estimate!!AGE!!60 to 64 years","Male!!Margin of Error!!AGE!!60 to 64 years","Male!!Estimate!!AGE!!65 to 69 years","Male!!Margin of Error!!AGE!!65 to 69 years","Male!!Estimate!!AGE!!70 to 74 years","Male!!Margin of Error!!AGE!!70 to 74 years","Male!!Estimate!!AGE!!75 to 79 years","Male!!Margin of Error!!AGE!!75 to 79 years","Male!!Estimate!!AGE!!80 to 84 years","Male!!Margin of Error!!AGE!!80 to 84 years","Male!!Estimate!!AGE!!85 years and over","Male!!Margin of Error!!AGE!!85 years and over","Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years","Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years","Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years","Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years","Male!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over","Male!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over","Male!!Estimate!!SELECTED AGE CATEGORIES!!60 years and over","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!60 years and over","Male!!Estimate!!SELECTED AGE CATEGORIES!!62 years and over","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!62 years and over","Male!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!65 years and over","Male!!Estimate!!SELECTED AGE CATEGORIES!!75 years and over","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!75 years and over","Male!!Estimate!!SUMMARY INDICATORS!!Median age (years)","Male!!Margin of Error!!SUMMARY INDICATORS!!Median age (years)","Male!!Estimate!!SUMMARY INDICATORS!!Sex ratio (males per 100 females)","Male!!Margin of Error!!SUMMARY INDICATORS!!Sex ratio (males per 100 females)","Male!!Estimate!!SUMMARY INDICATORS!!Age dependency ratio","Male!!Margin of Error!!SUMMARY INDICATORS!!Age dependency ratio","Male!!Estimate!!SUMMARY INDICATORS!!Old-age dependency ratio","Male!!Margin of Error!!SUMMARY INDICATORS!!Old-age dependency ratio","Male!!Estimate!!SUMMARY INDICATORS!!Child dependency ratio","Male!!Margin of Error!!SUMMARY INDICATORS!!Child dependency ratio","Male!!Estimate!!PERCENT IMPUTED!!Sex","Male!!Margin of Error!!PERCENT IMPUTED!!Sex","Male!!Estimate!!PERCENT IMPUTED!!Age","Male!!Margin of Error!!PERCENT IMPUTED!!Age","Female!!Estimate!!Total population","Female!!Margin of Error!!Total population","Female!!Estimate!!AGE!!Under 5 years","Female!!Margin of Error!!AGE!!Under 5 years","Female!!Estimate!!AGE!!5 to 9 years","Female!!Margin of Error!!AGE!!5 to 9 years","Female!!Estimate!!AGE!!10 to 14 years","Female!!Margin of Error!!AGE!!10 to 14 years","Female!!Estimate!!AGE!!15 to 19 years","Female!!Margin of Error!!AGE!!15 to 19 years","Female!!Estimate!!AGE!!20 to 24 years","Female!!Margin of Error!!AGE!!20 to 24 years","Female!!Estimate!!AGE!!25 to 29 years","Female!!Margin of Error!!AGE!!25 to 29 years","Female!!Estimate!!AGE!!30 to 34 years","Female!!Margin of Error!!AGE!!30 to 34 years","Female!!Estimate!!AGE!!35 to 39 years","Female!!Margin of Error!!AGE!!35 to 39 years","Female!!Estimate!!AGE!!40 to 44 years","Female!!Margin of Error!!AGE!!40 to 44 years","Female!!Estimate!!AGE!!45 to 49 years","Female!!Margin of Error!!AGE!!45 to 49 years","Female!!Estimate!!AGE!!50 to 54 years","Female!!Margin of Error!!AGE!!50 to 54 years","Female!!Estimate!!AGE!!55 to 59 years","Female!!Margin of Error!!AGE!!55 to 59 years","Female!!Estimate!!AGE!!60 to 64 years","Female!!Margin of Error!!AGE!!60 to 64 years","Female!!Estimate!!AGE!!65 to 69 years","Female!!Margin of Error!!AGE!!65 to 69 years","Female!!Estimate!!AGE!!70 to 74 years","Female!!Margin of Error!!AGE!!70 to 74 years","Female!!Estimate!!AGE!!75 to 79 years","Female!!Margin of Error!!AGE!!75 to 79 years","Female!!Estimate!!AGE!!80 to 84 years","Female!!Margin of Error!!AGE!!80 to 84 years","Female!!Estimate!!AGE!!85 years and over","Female!!Margin of Error!!AGE!!85 years and over","Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years","Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years","Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years","Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years","Female!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over","Female!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over","Female!!Estimate!!SELECTED AGE CATEGORIES!!60 years and over","Female!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!60 years and over","Female!!Estimate!!SELECTED AGE CATEGORIES!!62 years and over","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!62 years and over","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!65 years and over","Female!!Estimate!!SELECTED AGE CATEGORIES!!75 years and over","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!75 years and over","Female!!Estimate!!SUMMARY INDICATORS!!Median age (years)","Female!!Margin of Error!!SUMMARY INDICATORS!!Median age (years)","Female!!Estimate!!SUMMARY INDICATORS!!Sex ratio (males per 100 females)","Female!!Margin of Error!!SUMMARY INDICATORS!!Sex ratio (males per 100 females)","Female!!Estimate!!SUMMARY INDICATORS!!Age dependency ratio","Female!!Margin of Error!!SUMMARY INDICATORS!!Age dependency ratio","Female!!Estimate!!SUMMARY INDICATORS!!Old-age dependency ratio","Female!!Margin of Error!!SUMMARY INDICATORS!!Old-age dependency ratio","Female!!Estimate!!SUMMARY INDICATORS!!Child dependency ratio","Female!!Margin of Error!!SUMMARY INDICATORS!!Child dependency ratio","Female!!Estimate!!PERCENT IMPUTED!!Sex","Female!!Margin of Error!!PERCENT IMPUTED!!Sex","Female!!Estimate!!PERCENT IMPUTED!!Age","Female!!Margin of Error!!PERCENT IMPUTED!!Age"
"8600000US01002","ZCTA5 01002","29844","867","3.0","0.6","3.1","0.7","3.8","0.8","15.0","1.7","31.4","2.1","5.4","1.0","3.7","0.7","3.6","0.8","3.2","0.7","3.3","0.7","5.4","0.8","5.2","0.7","4.0","0.6","2.9","0.5","1.8","0.5","1.9","0.6","1.9","0.4","1.3","0.3","6.9","0.8","2.8","0.6","43.7","2.5","62.4","1.8","89.2","1.0","87.3","1.1","13.8","1.0","12.3","0.9","9.8","0.8","5.1","0.8","23.0","0.7","95.8","7.4","29.1","2.3","12.7","1.2","16.4","1.7","0.0","(X)","0.6","(X)","14604","755","3.4","0.9","2.6","0.8","4.9","1.4","13.9","2.1","33.4","3.1","6.0","1.3","4.0","1.0","4.2","1.2","2.6","0.8","2.9","0.8","5.3","1.0","5.1","1.0","3.4","0.7","2.7","0.9","1.9","0.6","1.7","0.7","1.2","0.5","0.9","0.4","7.5","1.5","2.3","0.7","45.1","3.1","64.0","2.3","87.9","1.7","86.8","1.7","11.8","1.3","10.2","1.2","8.5","1.2","3.9","0.9","22.9","0.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","15240","673","2.6","0.9","3.6","1.2","2.7","0.8","16.1","2.4","29.6","2.8","4.9","1.6","3.5","0.9","3.0","0.9","3.8","1.0","3.8","0.8","5.5","1.1","5.3","1.0","4.6","0.9","3.1","0.6","1.8","0.6","2.1","0.7","2.5","0.7","1.6","0.5","6.2","1.4","3.3","1.0","42.3","3.1","60.9","2.6","90.3","1.6","87.8","1.7","15.7","11.1","1.4","14.3","1.4","1.1","6.3","1.0","23.2","1.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"8600000US10001","ZCTA5 10001","22767","2058","2.8","0.9","4.1","2.2","3.0","2.1","5.0","0.9","13.3","2.1","12.4","1.9","10.8","2.0","9.3","1.9","6.3","1.5","5.8","1.2","5.2","1.1","7.3","1.5","4.1","1.0","3.4","1.0","1.8","0.6","2.3","0.9","1.8","0.6","1.2","0.6","7.1","4.3","1.7","0.6","16.6","2.4","57.1","3.4","89.7","4.1","88.3","4.6","14.6","2.2","13.1","2.0","10.5","1.6","5.3","1.2","34.4","1.6","99.8","10.3","28.5","6.1","13.5","1.9","15.0","6.6","0.1","(X)","1.1","(X)","11370","1093","1.4","1.0","5.7","4.5","1.3","0.9","1.9","0.9","10.8","3.3","13.5","3.0","13.0","3.0","9.8","2.9","8.2","2.6","7.5","1.7","6.6","1.7","8.3","2.3","3.0","1.2","3.1","1.1","1.5","0.7","1.9","0.9","1.7","1.0","0.8","0.6","7.0","4.6","1.0","0.7","11.7","3.4","57.2","5.4","91.3","4.5","90.6","4.2","12.0","2.4","10.5","2.2","9.0","1.8","4.4","1.5","36.4","2.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","11397","1273","4.2","1.6","2.5","1.3","4.7","4.3","8.1","1.5","15.9","3.6","11.2","2.8","8.6","1.8","8.7","2.0","4.4","1.5","4.1","1.5","3.9","1.3","6.4","1.8","5.2","1.3","3.6","1.4","2.0","1.0","2.8","1.4","2.0","0.9","1.5","1.0","7.2","4.2","2.5","1.4","21.5","3.9","57.0","3.2","88.2","4.2","86.1","5.3","17.2","12.0","3.2","15.6","3.0","2.4","6.3","1.9","31.7","1.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"8600000US10002","ZCTA5 10002","79894","2177","4.0","0.6","4.0","0.5","4.4","0.6","4.9","0.7","6.5","0.8","8.7","0.9","8.5","0.9","7.6","1.1","7.1","0.8","7.4","0.9","6.7","0.8","6.2","0.8","6.7","0.7","4.1","0.6","3.9","0.6","3.7","0.5","2.8","0.5","3.0","0.4","8.4","0.7","3.2","0.5","8.2","0.9","43.3","1.4","86.6","0.9","84.5","0.9","24.1","1.2","21.3","1.1","17.4","0.9","9.5","0.8","40.9","1.2","92.2","4.1","49.1","2.4","26.0","1.7","23.2","1.6","0.2","(X)","5.3","(X)","38333","1473","3.9","0.8","4.7","0.8","3.9","0.8","4.9","1.0","6.3","1.2","8.8","1.3","10.6","1.2","7.6","1.7","7.7","1.1","7.4","1.2","7.7","1.1","6.4","1.0","5.1","0.8","3.9","0.7","2.8","0.7","3.1","0.7","3.1","0.7","2.0","0.6","8.7","1.1","3.0","0.7","8.2","1.4","46.0","2.1","86.6","1.3","84.4","1.3","20.0","1.5","17.6","1.3","14.9","1.2","8.2","0.9","39.5","1.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41561","1330","4.0","0.8","3.2","0.6","4.9","0.9","4.9","0.8","6.6","0.9","8.6","1.1","6.7","1.2","7.5","1.1","6.6","1.0","7.4","1.2","5.7","0.8","5.9","0.9","8.1","1.0","4.2","0.8","4.8","0.8","4.3","0.8","2.5","0.5","3.9","0.6","8.2","1.1","3.3","0.6","8.2","1.1","40.9","1.7","86.6","1.2","84.5","1.1","27.9","19.7","1.6","24.8","1.4","1.2","10.7","1.0","42.3","1.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"8600000US10003","ZCTA5 10003","57068","1563","2.9","0.6","1.3","0.3","1.7","0.4","10.8","1.3","11.2","1.5","16.0","1.5","11.9","1.3","7.6","1.1","6.5","0.9","4.6","0.6","5.3","0.9","5.1","0.7","4.7","0.7","4.1","0.5","1.8","0.4","2.0","0.4","1.3","0.4","1.3","0.4","3.0","0.6","1.1","0.3","20.9","1.8","64.0","1.5","94.0","0.8","93.0","0.8","15.2","1.2","13.7","1.1","10.5","1.0","4.6","0.7","32.2","0.6","92.1","6.8","21.1","1.8","12.7","1.3","8.4","1.1","0.0","(X)","1.4","(X)","27359","1355","2.9","0.9","1.9","0.6","1.7","0.6","7.9","1.4","8.3","1.7","17.3","2.3","11.9","1.6","9.3","1.6","8.1","1.3","4.9","0.9","5.0","1.2","6.2","1.2","4.6","1.0","4.2","0.8","1.7","0.5","1.8","0.6","1.3","0.6","1.0","0.5","3.6","0.9","0.6","0.3","15.6","2.0","62.8","2.1","93.4","1.2","92.9","1.3","14.7","1.6","13.1","1.5","10.0","1.2","4.1","0.9","33.8","1.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29709","1264","2.9","0.7","0.8","0.3","1.6","0.6","13.5","2.0","13.8","2.1","14.8","1.8","11.9","1.6","6.1","1.1","5.0","1.0","4.3","0.8","5.5","1.3","4.2","0.8","4.7","0.8","3.9","0.6","2.0","0.6","2.2","0.7","1.3","0.4","1.6","0.5","2.4","0.6","1.5","0.6","25.7","2.4","65.1","2.1","94.5","1.0","93.2","1.1","15.6","10.9","1.5","14.2","1.4","1.4","5.1","1.0","30.9","0.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"8600000US10004","ZCTA5 10004","3024","486","3.5","1.5","3.0","1.9","3.5","2.4","5.4","4.4","9.3","5.4","13.9","5.7","14.6","5.4","8.9","3.6","7.7","3.2","6.9","3.7","6.4","3.7","3.7","2.6","6.5","4.4","4.2","2.3","1.8","2.3","0.4","0.5","0.3","0.3","0.0","1.0","6.5","2.7","5.4","4.4","9.3","5.4","59.7","7.6","85.5","5.9","84.6","6.2","13.2","5.4","11.2","5.1","6.7","3.0","0.7","0.6","33.0","4.3","105.9","28.3","28.4","10.3","8.6","4.1","19.7","9.3","0.0","(X)","0.6","(X)","1555","307","3.8","2.4","3.0","2.1","0.4","0.5","8.2","7.5","7.5","7.6","10.5","6.0","15.3","6.5","10.6","4.2","8.6","5.5","9.1","5.5","5.4","4.0","6.0","5.0","6.4","5.0","3.0","2.8","1.9","2.3","0.3","0.4","0.0","1.9","0.0","1.9","3.4","2.2","8.2","7.5","7.5","7.6","60.8","8.6","84.8","8.8","84.6","8.6","11.5","5.5","8.6","4.4","5.1","3.2","0.3","0.4","35.8","3.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1469","322","3.3","2.6","3.0","2.8","6.7","4.8","2.3","2.7","11.1","8.1","17.5","10.1","13.8","8.0","7.1","5.1","6.8","3.7","4.7","2.8","7.5","6.2","1.2","1.5","6.5","5.0","5.4","3.6","1.8","2.3","0.5","0.9","0.7","0.7","0.0","2.0","9.7","5.0","2.3","2.7","11.1","8.1","58.6","10.0","86.2","4.6","84.7","5.7","15.0","8.4","7.4","14.0","7.3","4.5","1.2","1.2","30.8","2.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"8600000US10005","ZCTA5 10005","7570","754","3.4","1.8","2.2","1.3","2.3","1.7","0.2","0.2","13.2","4.7","35.7","5.9","15.5","3.9","9.4","3.2","8.4","2.8","4.9","1.7","2.2","1.5","1.1","0.9","0.5","0.6","0.3","0.5","0.6","0.6","0.0","0.4","0.0","0.4","0.0","0.4","4.5","2.4","0.1","0.1","13.4","4.7","82.5","4.1","92.0","2.9","92.0","2.9","1.4","1.2","1.4","1.2","0.9","0.8","0.0","0.4","28.8","0.9","91.7","15.8","9.8","3.5","1.0","0.9","8.8","3.4","0.0","(X)","0.3","(X)","3621","482","5.1","3.3","2.0","1.6","2.8","3.0","0.3","0.3","13.4","5.5","27.0","7.2","17.1","5.9","8.6","3.6","11.5","5.0","7.2","2.9","2.5","1.8","1.5","1.5","0.4","0.6","0.6","1.0","0.0","0.8","0.0","0.8","0.0","0.8","0.0","0.8","4.9","3.1","0.1","0.2","13.6","5.5","77.9","5.9","89.9","4.1","89.9","4.1","1.0","1.2","1.0","1.2","0.6","1.0","0.0","0.8","29.9","1.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","3949","520","1.9","1.7","2.4","1.9","1.8","1.8","0.1","0.1","13.1","6.7","43.6","8.6","14.0","4.7","10.3","4.3","5.6","2.6","2.8","1.7","2.0","2.6","0.6","0.7","0.6","0.9","0.0","0.8","1.2","1.1","0.0","0.8","0.0","0.8","0.0","0.8","4.2","3.4","0.0","0.8","13.1","6.7","86.7","4.6","93.9","3.8","93.9","3.8","1.8","1.2","1.5","1.8","1.5","1.1","0.0","0.8","27.7","1.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
